stop_lat,stop_lon,time_slot,real_date,Count of real_date
59.44382436,24.75124655,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.44633431,24.75186695,1899-12-30 09:00:00,2016-03-31 00:00:00,30
59.40430652,24.94380844,1899-12-30 08:30:00,2016-03-31 00:00:00,29
59.40447742,24.94376143,1899-12-30 08:30:00,2016-03-31 00:00:00,29
59.41251541,24.70710113,1899-12-30 08:30:00,2016-03-31 00:00:00,29
59.41334874,24.70821795,1899-12-30 08:30:00,2016-03-31 00:00:00,29
59.41458958,24.70867294,1899-12-30 08:30:00,2016-03-31 00:00:00,29
59.43594756,24.75667409,1899-12-30 08:30:00,2016-03-31 00:00:00,29
59.44288436,24.87581234,1899-12-30 09:00:00,2016-03-31 00:00:00,29
59.44315,24.87193,1899-12-30 09:00:00,2016-03-31 00:00:00,29
59.37585436,24.67716142,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.37599915,24.67867717,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.37651632,24.67761432,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.38294699,24.66997995,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.38321436,24.67123886,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.409208,24.73565378,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.4096782,24.73665001,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.40981744,24.73606109,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.41328447,24.6529537,1899-12-30 08:00:00,2016-03-31 00:00:00,28
59.41400618,24.65404177,1899-12-30 08:00:00,2016-03-31 00:00:00,28
59.43307268,24.77710511,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.43314971,24.77774124,1899-12-30 08:30:00,2016-03-31 00:00:00,28
59.43594756,24.75667409,1899-12-30 09:00:00,2016-03-31 00:00:00,28
59.43605217,24.75643519,1899-12-30 08:00:00,2016-03-31 00:00:00,28
59.34486605,24.59363828,1899-12-30 08:30:00,2016-03-31 00:00:00,27
59.34486605,24.59363828,1899-12-30 09:00:00,2016-03-31 00:00:00,27
59.39680305,24.66372636,1899-12-30 08:00:00,2016-03-31 00:00:00,27
59.39761319,24.66328441,1899-12-30 08:00:00,2016-03-31 00:00:00,27
59.42736627,24.77882623,1899-12-30 08:00:00,2016-03-31 00:00:00,27
59.42751907,24.7785902,1899-12-30 08:00:00,2016-03-31 00:00:00,27
59.42880009,24.7316036,1899-12-30 08:30:00,2016-03-31 00:00:00,27
59.42880009,24.7316036,1899-12-30 09:00:00,2016-03-31 00:00:00,27
59.4291888,24.72949762,1899-12-30 08:30:00,2016-03-31 00:00:00,27
59.4291888,24.72949762,1899-12-30 09:00:00,2016-03-31 00:00:00,27
59.43366853,24.76208925,1899-12-30 09:00:00,2016-03-31 00:00:00,27
59.43381039,24.76193904,1899-12-30 09:00:00,2016-03-31 00:00:00,27
