time_slot,stop name,sum_all,lat,long,CellID
5:30:00 PM,Hotell Olümpia,48,59.43044025,24.759795325,3119
5:30:00 PM,Hotell Tallinn,20,59.435349236,24.732790164,4346
5:30:00 PM,Humala,34,59.42969674,24.691943875,4825
5:30:00 PM,Hundikuristiku,2,59.440511595,24.807427795,5148
5:30:00 PM,Hõimu,7,59.370216805,24.65772764,3326
5:30:00 PM,Hämar tee,1,59.47902077,24.849936255,5224
5:30:00 PM,Härjapea,9,59.438040605,24.71711318,3219
5:30:00 PM,J. Poska,85,59.4407181375,24.7863932325,4191
5:30:00 PM,J. Smuuli tee,9,59.43409783,24.83084015,5144
5:30:00 PM,J. Sütiste tee,1,59.395466035,24.683715285,2470
5:30:00 PM,J. V. Jannseni,9,59.37330186,24.66589879,3535
5:30:00 PM,Joostimägi,5,59.413898,24.67195023,3557
5:30:00 PM,Jussi,2,59.45406913,24.862284155,3700
5:30:00 PM,Järve,14,59.400857425,24.726533775,4382
5:30:00 PM,Järve haigla,7,59.39549893,24.71555689,3209
5:30:00 PM,Järveotsa kool,19,59.40703598,24.63984276,2410
5:30:00 PM,Järveotsa tee,6,59.408945235,24.6306582275,3582
5:30:00 PM,Järvevana,27,59.4227709,24.78781047,4243
5:30:00 PM,Jüriöö park,3,59.426955945,24.820578925,3859
5:30:00 PM,K. Kärberi,11,59.4450674967,24.87869722,4663
5:30:00 PM,Kaabli,2,59.407977455,24.810992925,3740
5:30:00 PM,Kaare,5,59.377554585,24.68599131,2386
5:30:00 PM,Kaasiku,2,59.486115175,24.841530615,5349
5:30:00 PM,Kadaka,30,59.404229836,24.656154616,3333
5:30:00 PM,Kadaka puiestee,2,59.38714265,24.64138282,2405
5:30:00 PM,Kadaka Selver,24,59.41189484,24.66736307,3649
5:30:00 PM,Kadriorg,8,59.43865414,24.78352502,4187
5:30:00 PM,Kaja,34,59.403519165,24.665213455,3647
5:30:00 PM,Kalamaja,5,59.4445451433,24.73780993,4348
5:30:00 PM,Kalda,4,59.38230401,24.638180595,2404
5:30:00 PM,Kalev,53,59.40956788,24.7361216267,4340
5:30:00 PM,Kalevipoja,55,59.43631235,24.828789135,5145
5:30:00 PM,Kalmuse tee,7,59.468530895,24.839340585,5345
